"## Filename : qalingo-bo-wording",,,,,,,,,,,,,,,,,
"## PrefixKey : bo",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"##",,,,,,,,,,,,,,,,,
"## Qalingo - {Q} Project",,,,,,,,,,,,,,,,,
"## Internationalisation - """"XXLANGUAGE_CODEXX"""" - Backoffice Messages",,,,,,,,,,,,,,,,,
"##",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Prefix","Key","en","fr","de","es","it","nl","pt","jp","zh_CN","zh_HK","zh_SG","zh_TW","vi_VN","ru","ca","eu"
"customer","error.form.login.empty","Login code can&#39;t be null or empty","Le login du client ne peut-être vide.","Anmelden Client darf nicht leer sein.","Login cliente no puede estar vacío.","Accesso cliente non può essere vuoto.","Inloggen cliënt kan niet leeg zijn.","Entrar cliente não pode estar vazio.","ログインクライアントは、空にすることはできません。","登录客户端不能为空。","登錄客戶端不能為空。","登录客户端不能为空。","登錄客戶端不能為空。","Khách hàng đăng nhập không thể để trống.","Войти код не может быть пустым или пустой","Login client no pot estar buit.","Login bezeroak ezin du hutsik egon."
"customer","error.form.firstname.empty","Firstname name can&#39;t be null or empty","Le prénom du client ne peut-être vide.","Der erste Name, der Kunde kann nicht leer sein.","El primer nombre de la cliente no puede estar vacío.","Il primo nome del cliente non può essere vuoto.","De eerste naam van de klant kan niet leeg zijn.","O primeiro nome do cliente não pode estar vazio.","顧客の最初の名前は空にすることはできません。","顾客的名字不能为空。","顧客的名字不能為空。","顾客的名字不能为空。","顧客的名字不能為空。","Cái tên đầu tiên của khách hàng không thể để trống.","Имя Имя не может быть пустым или пустой","El primer nom de la client no pot estar buit.","Bezeroak lehen izena ezin da hutsik egon."
"customer","error.form.lastname.empty","Lastname name can&#39;t be null or empty","Le nom du client ne peut-être vide.","Kunden-Name darf nicht leer sein.","Nombre del cliente no puede estar vacío.","Nome del cliente non può essere vuoto.","Naam van de klant kan niet leeg zijn.","O nome do cliente não pode estar vazio.","顧客名を空にすることはできません。","客户名称不能为空。","客戶名稱不能為空。","客户名称不能为空。","客戶名稱不能為空。","Tên khách hàng không có thể để trống.","Имя Фамилия не может быть пустым или пустой","Nom del client no pot estar buit.","Customer izena ezin da hutsik egon."
,,,,,,,,,,,,,,,,,
"customer","update.success.message","The customer was updated with success.","Le client a été mis à jour avec succès.","Der Client wurde erfolgreich aktualisiert.","El cliente se ha actualizado correctamente.","Il client è stato aggiornato con successo.","De opdrachtgever is succesvol bijgewerkt.","O cliente foi atualizado com sucesso.","クライアントが正常に更新されました。","客户端已成功更新。","客戶端已成功更新。","客户端已成功更新。","客戶端已成功更新。","Các khách hàng đã được cập nhật thành công.","Клиент был обновлен с успехом.","El client s'ha actualitzat correctament.","Bezeroak bat bezala eguneratu da."
"customer","create.success.message","The customer was created with success.","Le client a été créé avec succès.","Der Kunde wurde erfolgreich angelegt.","El cliente se ha creado correctamente.","Il cliente è stato creato con successo.","De klant is succesvol aangemaakt.","O cliente foi criada com sucesso.","顧客の作成に成功しました。","客户创建成功。","客戶創建成功。","客户创建成功。","客戶創建成功。","Các khách hàng đã được tạo thành công.","Клиент был создан с успехом.","El client s'ha creat correctament.","Bezero egoki sortu da."
"customer","delete.success.message","The customer was delete with success.","Le client a été supprimé avec succès.","Der Client wurde erfolgreich gelöscht.","El cliente se ha eliminado correctamente.","Il client è stato eliminato con successo.","De klant is met succes verwijderd.","O cliente foi excluído com sucesso.","クライアントが正常に削除されました。","客户端已成功删除。","客戶端已成功刪除。","客户端已成功删除。","客戶端已成功刪除。","Các khách hàng đã được xóa thành công.","Клиент был удаления с успехом.","El client s'ha eliminat correctament.","Bezero ongi ezabatu."
"customer","create.or.update.message","The customer can&#39;t be updated or created!","Le client n&#39;a pu être mis à jour avec succès.","Der Client wurde erfolgreich aktualisiert.","El cliente se ha actualizado correctamente.","Il client è stato aggiornato con successo.","De opdrachtgever is succesvol bijgewerkt.","O cliente foi atualizado com sucesso.","クライアントが正常に更新されました。","客户端已成功更新。","客戶端已成功更新。","客户端已成功更新。","客戶端已成功更新。","Các khách hàng đã được cập nhật thành công.","Клиент не может быть обновлена или создано!","El client s'ha actualitzat correctament.","Bezeroak bat bezala eguneratu da."
,,,,,,,,,,,,,,,,,
"## -- Retailer --",,,,,,,,,,,,,,,,,
"header.title","retailer.list.by.market.area","Retailer list for this Market Area - {0}","Liste des revendeurs pour cette market area - {0}","Einzelhändler Liste für dieses Marktgebiet - {0}","Lista de minoristas para esta área de mercado - {0}","Elenco rivenditori per questo settore di mercato - {0}","Lijst retailers voor dit marktgebied - {0}","Lista de varejistas para esta área de mercado - {0}","この市場領域の小売業者のリスト - {0}","零售商列表这一市场领域 - {0}","零售商列表這一市場領域 - {0}","零售商列表这一市场领域 - {0}","零售商列表這一市場領域 - {0}","Danh sách các nhà bán lẻ cho khu vực thị trường này - {0}","Список розничной торговли для этой области рынка - {0}","Llista de minoristes per a aquesta àrea de mercat - {0}","Merkatarien zerrenda merkatuko arlo honetan - {0}"
"header.title","retailer.details","Retailer - {0}","Revendeur - {0}","Reseller - {0}","Reseller - {0}","Reseller - {0}","Reseller - {0}","Revenda - {0}","販売代理店 - {0}","经销商 - {0}","經銷商 - {0}","经销商 - {0}","經銷商 - {0}","Reseller - {0}","Розничный - {0}","Reseller - {0}","Reseller - {0}"
"header.title","retailer.edit","Retailer - {0}","Revendeur - {0}","Reseller - {0}","Reseller - {0}","Reseller - {0}","Reseller - {0}","Revenda - {0}","販売代理店 - {0}","经销商 - {0}","經銷商 - {0}","经销商 - {0}","經銷商 - {0}","Reseller - {0}","Розничный - {0}","Reseller - {0}","Reseller - {0}"
"header.title","retailer.add","New Retailer","Nouveau revendeur","HÄNDLER","CONCESIONARIOS","CONCESSIONARI","HANDELAARS","REVENDEDORES","ディーラー","经销商","經銷商","经销商","經銷商","ĐẠI LÝ","Новый розничный","CONCESSIONARIS","DEALERS"
"retailer","code.label","Code","Code","Code","código","codice","code","código","コード","代码","代碼","代码","代碼","Mã","код","Codi","Kodea"
"retailer","name.label","Name","Nom ","Name","nombre","nome","naam","nome","名前","名字","名字","名字","名字","tên","имя","Nom","Izena"
"retailer","description.label","Description","Description","Beschreibung","descripción","descrizione","beschrijving","descrição","説明","描述","描述","描述","描述","miêu tả","описание","Descripció","Deskribapena"
"retailer","website.label","Website","Website","Webseite","sitio web","sito web","website","site","ウェブサイト","网站","網站","网站","網站","website","сайт","Lloc web","Web"
"retailer","address.label","Address","Adresse","Anschrift","dirección","indirizzo","adres","endereço","アドレス","地址","地址","地址","地址","địa chỉ","адрес","Direcció","Helbidea"
"retailer","address1.label","Address part 1","Adresse part 1","Adresse 1 Aktie","Dirección 1 acción","Indirizzo 1 parti","Adres 1 aandeel","Endereço 1 partes","アドレス1株","地址1股","地址1股","地址1股","地址1股","Địa chỉ 1 phần","Адрес часть 1","Direcció 1 acció","Helbidea 1 share"
"retailer","address2.label","Address part 2","Adresse part 2","Nach Adresse 2","Por Dirección 2","By Indirizzo 2","Door Adres 2","Por endereço 2","住所2で","按地址2","按地址2","按地址2","按地址2","By Địa chỉ 2","Адрес часть 2","Per Adreça 2","Helbidea 2 By"
"retailer","address.additional.information.label","Address information","Adresse information","Adressinformationen","información de dirección","informazioni Indirizzo","adres gegevens","informações de endereço","アドレス情報","地址信息","地址信息","地址信息","地址信息","thông tin địa chỉ","информация Адрес","Informació de direcció","Helbidea informazioa"
"retailer","postal.code.label","Postal code","Code postal","PLZ","código postal","Cap","postcode","cEP","郵便番号","邮政编码","郵政編碼","邮政编码","郵政編碼","mã số bưu điện","Почтовый индекс","Codi postal","PK"
"retailer","city.label","City","Ville","City","ciudad","città","City","cidade","シティ","城市","城市","城市","城市","thành phố","город","Ciutat","Herriaren"
"retailer","country.label","Country","Pays","Land","país","paese","land","país","カントリー","国家","國家","国家","國家","nước","страна","País","Herriko"
"retailer","email.label","Email","Email","E-mail","E-mail","E-mail","E-mail","E-mail","メール","电子邮件","電子郵件","电子邮件","電子郵件","E-mail","Email","Correu electrònic","E-mail"
"retailer","phone.label","Phone","Téléphone","Telefon","teléfono","telefono","telefoon","telefone","電話","电话","電話","电话","電話","điện thoại","телефон","Telèfon","Telefonoa"
"retailer","fax.label","Fax","Fax","Fax","fax","fax","fax","fax","ファックス","传真","傳真","传真","傳真","fax","факс","Fax","Fax"
"retailer","mobile.label","Mobile","Mobile","Handy","móvil","mobile","mobiel","móvel","モバイル","移动","移動","移动","移動","di động","мобильный","Mòbil","Mugikorra"
"retailer","website.label","Website","Website","Webseite","sitio web","sito web","website","site","ウェブサイト","网站","網站","网站","網站","website","сайт","Lloc web","Web"
"retailer","config.label","Configuration","Configuration","Konfiguration","configuración","configurazione","configuratie","configuração","設定","组态","組態","组态","組態","cấu hình","конфигурация","Configuració","Configuration"
"retailer","is.brand.label","Is brand?","est une marque ?","ist eine Marke?","es una marca?","è un brand?","is een merk?","é uma marca?","ブランドは何ですか？","是品牌？","是品牌？","是品牌？","是品牌？","là một thương hiệu?","Это бренд?","és una marca?","marka bat da?"
